column,inferred_dtype
20230-0.68,Int64
20230-0.69,Int64
20230-0.70,Int64
20230-0.71,Int64
20230-0.72,Int64
20230-0.73,Int64
20230-0.74,Int64
20230-0.75,Int64
20230-0.76,Int64
20230-0.77,Int64
20230-0.78,Int64
20230-0.79,Int64
20230-0.80,Int64
20230-0.81,Int64
20230-0.82,Int64
20230-0.83,Int64
20230-0.84,Int64
20230-0.85,Int64
20230-0.86,Int64
20230-0.87,Int64
20230-0.88,Int64
20230-0.89,Int64
20230-0.90,Int64
20230-0.91,Int64
20230-0.92,Int64
20230-0.93,Int64
20230-0.94,Int64
20230-0.95,Int64
20230-0.96,Int64
20230-0.97,Int64
20230-0.98,Int64
20230-0.99,Int64
20230-0.100,Int64
20230-0.101,Int64
20230-0.102,Int64
20230-0.103,Int64
20230-0.104,Int64
20230-0.105,Int64
20230-0.106,Int64
20230-0.107,Int64
20230-0.108,Int64
20230-0.109,Int64
20230-0.110,Int64
20230-0.111,Int64
20230-0.112,Int64
20230-0.113,Int64
20230-0.114,Int64
20230-0.115,Int64
20230-0.116,Int64
20240-0.0,Int64
20242-0.0,Int64
20244-0.0,Int64
20245-0.0,Int64
20246-0.0,Int64
20247-0.0,Int64
20248-0.0,Int64
20400-0.0,string
20401-0.0,Int64
20403-0.0,Int64
20404-0.0,Int64
20405-0.0,Int64
20406-0.0,Int64
20407-0.0,Int64
20408-0.0,Int64
20409-0.0,Int64
20410-0.0,Int64
20411-0.0,Int64
20412-0.0,Int64
20413-0.0,Int64
20414-0.0,Int64
20415-0.0,Int64
20416-0.0,Int64
20417-0.0,Int64
20418-0.0,Int64
20419-0.0,Int64
20420-0.0,Int64
20421-0.0,Int64
20422-0.0,Int64
20423-0.0,Int64
20425-0.0,Int64
20426-0.0,Int64
20427-0.0,Int64
20428-0.0,Int64
20429-0.0,Int64
20431-0.0,Int64
20432-0.0,Int64
20433-0.0,Int64
20434-0.0,Int64
20435-0.0,Int64
20436-0.0,Int64
20437-0.0,Int64
20438-0.0,Int64
20439-0.0,Int64
20440-0.0,Int64
20441-0.0,Int64
20442-0.0,Int64
20445-0.0,Int64
20446-0.0,Int64
20447-0.0,Int64
20448-0.0,Int64
20449-0.0,Int64
20450-0.0,Int64
20453-0.0,Int64
20454-0.0,Int64
20455-0.0,Int64
20456-0.0,Int64
20457-0.0,Int64
20458-0.0,Int64
20459-0.0,Int64
20460-0.0,Int64
20461-0.0,Int64
20462-0.0,Int64
20463-0.0,Int64
20465-0.0,Int64
20466-0.0,Int64
20467-0.0,Int64
20468-0.0,Int64
20470-0.0,Int64
20471-0.0,Int64
20473-0.0,Int64
20474-0.0,Int64
20476-0.0,Int64
20477-0.0,Int64
20479-0.0,Int64
20480-0.0,Int64
20481-0.0,Int64
20482-0.0,Int64
20483-0.0,Int64
20484-0.0,Int64
20485-0.0,Int64
20486-0.0,Int64
20487-0.0,Int64
20488-0.0,Int64
20489-0.0,Int64
20490-0.0,Int64
20491-0.0,Int64
20492-0.0,Int64
20493-0.0,Int64
20494-0.0,Int64
20495-0.0,Int64
20496-0.0,Int64
20497-0.0,Int64
20498-0.0,Int64
20499-0.0,Int64
20500-0.0,Int64
20501-0.0,Int64
20502-0.0,Int64
20503-0.0,Int64
20504-0.0,Int64
20505-0.0,Int64
20506-0.0,Int64
20507-0.0,Int64
20508-0.0,Int64
20509-0.0,Int64
20510-0.0,Int64
20511-0.0,Int64
20512-0.0,Int64
20513-0.0,Int64
20514-0.0,Int64
20515-0.0,Int64
20516-0.0,Int64
20517-0.0,Int64
20518-0.0,Int64
20519-0.0,Int64
20520-0.0,Int64
20521-0.0,Int64
20522-0.0,Int64
20523-0.0,Int64
20524-0.0,Int64
20525-0.0,Int64
20526-0.0,Int64
20527-0.0,Int64
20528-0.0,Int64
20529-0.0,Int64
20530-0.0,Int64
20531-0.0,Int64
20532-0.0,Int64
20533-0.0,Int64
20534-0.0,Int64
20535-0.0,Int64
20536-0.0,Int64
20537-0.0,Int64
20538-0.0,Int64
20539-0.0,Int64
20540-0.0,Int64
20541-0.0,Int64
20542-0.0,Int64
20543-0.0,Int64
20544-0.1,Int64
20544-0.2,Int64
20544-0.3,Int64
20544-0.4,Int64
20544-0.5,Int64
20544-0.6,Int64
20544-0.7,Int64
20544-0.8,Int64
20544-0.9,Int64
20544-0.10,Int64
20544-0.11,Int64
20544-0.12,Int64
20544-0.13,Int64
20544-0.14,Int64
20544-0.15,Int64
20544-0.16,Int64
20546-0.1,Int64
20546-0.2,Int64
20546-0.3,Int64
20547-0.1,Int64
20547-0.2,Int64
20548-0.1,Int64
20548-0.2,Int64
20548-0.3,Int64
20548-0.4,Int64
20548-0.5,Int64
20548-0.6,Int64
20548-0.7,Int64
20548-0.8,Int64
20549-0.1,Int64
20549-0.2,Int64
20549-0.3,Int64
20550-0.1,Int64
20550-0.2,Int64
20551-0.1,Int64
20551-0.2,Int64
20551-0.3,Int64
20552-0.1,Int64
20552-0.2,Int64
20553-0.1,Int64
20553-0.2,Int64
20553-0.3,Int64
20553-0.4,Int64
20553-0.5,Int64
20553-0.6,Int64
20554-0.1,Int64
20554-0.2,Int64
20554-0.3,Int64
20554-0.4,Int64
20554-0.5,Int64
21000-0.0,Int64
21000-1.0,Int64
21000-2.0,Int64
21001-0.0,Float64
21001-1.0,Float64
21001-2.0,Float64
21002-0.0,Float64
21002-1.0,Float64
21002-2.0,Float64
21003-0.0,Int64
21003-1.0,Int64
21003-2.0,Int64
21004-2.0,Int64
21021-0.0,Float64
21021-1.0,Float64
21021-2.0,Float64
21022-0.0,Int64
22000-0.0,Int64
22001-0.0,Int64
22003-0.0,Float64
22004-0.0,Float64
22005-0.0,Float64
22006-0.0,Int64
22007-0.0,string
22008-0.0,string
22009-0.1,Float64
22009-0.2,Float64
22009-0.3,Float64
22009-0.4,Float64
22009-0.5,Float64
22009-0.6,Float64
22009-0.7,Float64
22009-0.8,Float64
22009-0.9,Float64
22009-0.10,Float64
22009-0.11,Float64
22009-0.12,Float64
22009-0.13,Float64
22009-0.14,Float64
22009-0.15,Float64
22009-0.16,Float64
22009-0.17,Float64
22009-0.18,Float64
22009-0.19,Float64
22009-0.20,Float64
22009-0.21,Float64
22009-0.22,Float64
22009-0.23,Float64
22009-0.24,Float64
22009-0.25,Float64
22009-0.26,Float64
22009-0.27,Float64
22009-0.28,Float64
22009-0.29,Float64
22009-0.30,Float64
22009-0.31,Float64
22009-0.32,Float64
22009-0.33,Float64
22009-0.34,Float64
22009-0.35,Float64
22009-0.36,Float64
22009-0.37,Float64
22009-0.38,Float64
22009-0.39,Float64
22009-0.40,Float64
22019-0.0,Int64
22020-0.0,Int64
22021-0.0,Int64
22022-0.0,Float64
22023-0.0,Float64
22024-0.0,Float64
22025-0.0,Float64
22026-0.0,Float64
22027-0.0,Int64
22028-0.0,Int64
22029-0.0,Int64
22030-0.0,Int64
22100-0.0,string
22101-0.0,string
22102-0.0,string
22103-0.0,string
22104-0.0,string
22105-0.0,string
22106-0.0,string
22107-0.0,string
22108-0.0,string
22109-0.0,string
22110-0.0,string
22111-0.0,string
22112-0.0,string
22113-0.0,string
22114-0.0,string
22115-0.0,string
22116-0.0,string
22117-0.0,string
22118-0.0,string
22119-0.0,string
22120-0.0,string
22121-0.0,string
22122-0.0,string
22123-0.0,string
22124-0.0,string
22125-0.0,string
22126-0.0,Int64
22127-0.0,Int64
22128-0.0,Int64
22129-0.0,Int64
22130-0.0,Int64
22131-0.0,Int64
22132-0.0,Int64
22133-0.0,Int64
22134-0.0,Int64
22135-0.0,Int64
22136-0.0,Int64
22137-0.0,Int64
22138-0.0,Int64
22139-0.0,Int64
22140-0.0,Int64
22141-0.0,Int64
22146-0.0,Int64
22147-0.0,Int64
22148-0.0,Int64
22149-0.0,Int64
22150-0.0,Int64
22151-0.0,Int64
22152-0.0,Int64
22153-0.0,Int64
22154-0.0,Int64
22155-0.0,Int64
22156-0.0,Int64
22157-0.0,Int64
22158-0.0,Int64
22159-0.0,Int64
22160-0.0,Int64
22161-0.0,Int64
22166-0.0,Int64
22167-0.0,Int64
22168-0.0,Int64
22169-0.0,Int64
22170-0.0,Int64
22171-0.0,Int64
22172-0.0,Int64
22173-0.0,Int64
22174-0.0,Int64
22175-0.0,Int64
22176-0.0,Int64
22177-0.0,Int64
22178-0.0,Int64
22179-0.0,Int64
22180-0.0,Int64
22181-0.0,Int64
22182-0.0,string
22200-0.0,Int64
22403-2.0,Float64
22404-2.0,Float64
22405-2.0,Float64
22406-2.0,Float64
22407-2.0,Float64
22408-2.0,Float64
22409-2.0,Float64
22410-2.0,Float64
22411-2.0,Int64
22412-2.0,Int64
22412-2.1,Int64
22413-2.0,Int64
22413-2.1,Int64
22414-2.0,Int64
22414-2.1,Int64
22420-2.0,Int64
22421-2.0,Int64
22422-2.0,Int64
22423-2.0,Int64
22424-2.0,Float64
22425-2.0,Float64
22426-2.0,Int64
22427-2.0,Float64
22502-0.0,Int64
22503-0.0,Int64
22504-0.0,Int64
22505-0.0,Int64
22506-0.0,Int64
22507-0.0,Int64
22508-0.0,Int64
22599-0.0,Int64
22601-0.0,Int64
22601-0.1,Int64
22601-0.2,Int64
22601-0.3,Int64
22601-0.4,Int64
22601-0.5,Int64
22601-0.6,Int64
22601-0.7,Int64
22601-0.8,Int64
22601-0.9,Int64
22601-0.10,Int64
22601-0.11,Int64
22601-0.12,Int64
22601-0.13,Int64
22601-0.14,Int64
22601-0.15,Int64
22601-0.16,Int64
22601-0.17,Int64
22601-0.18,Int64
22601-0.19,Int64
22601-0.20,Int64
22601-0.21,Int64
22601-0.22,Int64
22601-0.23,Int64
22601-0.24,Int64
22601-0.25,Int64
22601-0.26,Int64
22601-0.27,Int64
22601-0.28,Int64
22601-0.29,Int64
22601-0.30,Int64
22601-0.31,Int64
22601-0.32,Int64
22601-0.33,Int64
22601-0.34,Int64
22601-0.35,Int64
22601-0.36,Int64
22601-0.37,Int64
22601-0.38,Int64
22601-0.39,Int64
22602-0.0,Int64
22602-0.1,Int64
22602-0.2,Int64
22602-0.3,Int64
22602-0.4,Int64
22602-0.5,Int64
22602-0.6,Int64
22602-0.7,Int64
22602-0.8,Int64
22602-0.9,Int64
22602-0.10,Int64
22602-0.11,Int64
22602-0.12,Int64
22602-0.13,Int64
22602-0.14,Int64
22602-0.15,Int64
22602-0.16,Int64
22602-0.17,Int64
22602-0.18,Int64
22602-0.19,Int64
22602-0.20,Int64
22602-0.21,Int64
22602-0.22,Int64
22602-0.23,Int64
22602-0.24,Int64
22602-0.25,Int64
22602-0.26,Int64
22602-0.27,Int64
22602-0.28,Int64
22602-0.29,Int64
22602-0.30,Int64
22602-0.31,Int64
22602-0.32,Int64
22602-0.33,Int64
22602-0.34,Int64
22602-0.35,Int64
22602-0.36,Int64
22602-0.37,Int64
22602-0.38,Int64
22602-0.39,Int64
22603-0.0,Int64
22603-0.1,Int64
22603-0.2,Int64
22603-0.3,Int64
22603-0.4,Int64
22603-0.5,Int64
22603-0.6,Int64
22603-0.7,Int64
22603-0.8,Int64
22603-0.9,Int64
22603-0.10,Int64
22603-0.11,Int64
22603-0.12,Int64
22603-0.13,Int64
22603-0.14,Int64
22603-0.15,Int64
22603-0.16,Int64
22603-0.17,Int64
22603-0.18,Int64
22603-0.19,Int64
22603-0.20,Int64
22603-0.21,Int64
22603-0.22,Int64
22603-0.23,Int64
22603-0.24,Int64
22603-0.25,Int64
22603-0.26,Int64
22603-0.27,Int64
22603-0.28,Int64
22603-0.29,Int64
22603-0.30,Int64
22603-0.31,Int64
22603-0.32,Int64
22603-0.33,Int64
22603-0.34,Int64
22603-0.35,Int64
22603-0.36,Int64
22603-0.37,Int64
22603-0.38,Int64
22603-0.39,Int64
22604-0.0,Int64
22604-0.1,Int64
22604-0.2,Int64
22604-0.3,Int64
22604-0.4,Int64
22604-0.5,Int64
22604-0.6,Int64
22604-0.7,Int64
22604-0.8,Int64
22604-0.9,Int64
22604-0.10,Int64
22604-0.11,Int64
22604-0.12,Int64
22604-0.13,Int64
22604-0.14,Int64
22604-0.15,Int64
22604-0.16,Int64
22604-0.17,Int64
22604-0.18,Int64
22604-0.19,Int64
22604-0.20,Int64
22604-0.21,Int64
22604-0.22,Int64
22604-0.23,Int64
22604-0.24,Int64
22604-0.25,Int64
22604-0.26,Int64
22604-0.27,Int64
22604-0.28,Int64
22604-0.29,Int64
22604-0.30,Int64
22604-0.31,Int64
22604-0.32,Int64
22604-0.33,Int64
22604-0.34,Int64
22604-0.35,Int64
22604-0.36,Int64
22604-0.37,Int64
22604-0.38,Int64
22604-0.39,Int64
22605-0.0,Float64
22605-0.1,Float64
22605-0.2,Float64
22605-0.3,Float64
22605-0.4,Float64
22605-0.5,Float64
22605-0.6,Float64
22605-0.7,Float64
22605-0.8,Float64
22605-0.9,Float64
22605-0.10,Int64
22605-0.11,Int64
22605-0.12,Int64
22605-0.13,Int64
22605-0.14,Int64
22605-0.15,Float64
22605-0.16,Int64
22605-0.17,Float64
22605-0.18,Float64
22605-0.19,Int64
22605-0.20,Int64
22605-0.21,Int64
22605-0.22,Int64
22605-0.23,Int64
22605-0.24,Int64
22605-0.25,Int64
22605-0.26,Int64
22605-0.27,Int64
22605-0.28,Int64
22605-0.29,Int64
22605-0.30,Int64
22605-0.31,Int64
22605-0.32,Int64
22605-0.33,Int64
22605-0.34,Int64
22606-0.0,Int64
22606-0.1,Int64
22606-0.2,Int64
22606-0.3,Int64
22606-0.4,Int64
22606-0.5,Int64
22606-0.6,Int64
22606-0.7,Int64
22606-0.8,Int64
22606-0.9,Int64
22606-0.10,Int64
22606-0.11,Int64
22606-0.12,Int64
22606-0.13,Int64
22606-0.14,Int64
22606-0.15,Int64
22606-0.16,Int64
22606-0.17,Int64
22606-0.18,Int64
22606-0.19,Int64
22606-0.20,Int64
22606-0.21,Int64
22606-0.22,Int64
22606-0.23,Int64
22606-0.24,Int64
22606-0.25,Int64
22606-0.26,Int64
22606-0.27,Int64
22606-0.28,Int64
22606-0.29,Int64
22606-0.30,Int64
22606-0.31,Int64
22606-0.32,Int64
22606-0.33,Int64
22606-0.34,Int64
22606-0.35,Int64
22606-0.36,Int64
22606-0.37,Int64
22606-0.38,Int64
22606-0.39,Int64
22607-0.0,Int64
22607-0.1,Int64
22607-0.2,Int64
22607-0.3,Int64
22607-0.4,Int64
22607-0.5,Int64
22607-0.6,Int64
22607-0.7,Int64
22607-0.8,Int64
22607-0.9,Int64
22607-0.10,Int64
22607-0.11,Int64
22607-0.12,Int64
22607-0.13,Int64
22607-0.14,Int64
22607-0.15,Int64
22607-0.16,Int64
22607-0.17,Int64
22607-0.18,Int64
22607-0.19,Int64
22607-0.20,Int64
22607-0.21,Int64
22607-0.22,Int64
22607-0.23,Int64
22607-0.24,Int64
22607-0.25,Int64
22607-0.26,Int64
22607-0.27,Int64
22607-0.28,Int64
22607-0.29,Int64
22607-0.30,Int64
22607-0.31,Int64
22607-0.32,Int64
22607-0.33,Int64
22607-0.34,Int64
22607-0.35,Int64
22607-0.36,Int64
22607-0.37,Int64
22607-0.38,Int64
22607-0.39,Int64
22608-0.0,Int64
22608-0.1,Int64
22608-0.2,Int64
22608-0.3,Int64
22608-0.4,Int64
22608-0.5,Int64
22608-0.6,Int64
22608-0.7,Int64
22608-0.8,Int64
22608-0.9,Int64
22608-0.10,Int64
22608-0.11,Int64
22608-0.12,Int64
22608-0.13,Int64
22608-0.14,Int64
22608-0.15,Int64
22608-0.16,Int64
22608-0.17,Int64
22608-0.18,Int64
22608-0.19,Int64
22608-0.20,Int64
22608-0.21,Int64
22608-0.22,Int64
22608-0.23,Int64
22608-0.24,Int64
22608-0.25,Int64
22608-0.26,Int64
22608-0.27,Int64
22608-0.28,Int64
22608-0.29,Int64
22608-0.30,Int64
22608-0.31,Int64
22608-0.32,Int64
22608-0.33,Int64
22608-0.34,Int64
22608-0.35,Int64
22608-0.36,Int64
22608-0.37,Int64
22608-0.38,Int64
22608-0.39,Int64
22609-0.0,Int64
22609-0.1,Int64
22609-0.2,Int64
22609-0.3,Int64
22609-0.4,Int64
22609-0.5,Int64
22609-0.6,Int64
22609-0.7,Int64
22609-0.8,Int64
22609-0.9,Int64
22609-0.10,Int64
22609-0.11,Int64
22609-0.12,Int64
22609-0.13,Int64
22609-0.14,Int64
22609-0.15,Int64
22609-0.16,Int64
22609-0.17,Int64
22609-0.18,Int64
22609-0.19,Int64
22609-0.20,Int64
22609-0.21,Int64
22609-0.22,Int64
22609-0.23,Int64
22609-0.24,Int64
22609-0.25,Int64
22609-0.26,Int64
22609-0.27,Int64
22609-0.28,Int64
22609-0.29,Int64
22609-0.30,Int64
22609-0.31,Int64
22609-0.32,Int64
22609-0.33,Int64
22609-0.34,Int64
22609-0.35,Int64
22609-0.36,Int64
22609-0.37,Int64
22609-0.38,Int64
22609-0.39,Int64
22610-0.0,Int64
22610-0.1,Int64
22610-0.2,Int64
22610-0.3,Int64
22610-0.4,Int64
22610-0.5,Int64
22610-0.6,Int64
22610-0.7,Int64
22610-0.8,Int64
22610-0.9,Int64
22610-0.10,Int64
22610-0.11,Int64
22610-0.12,Int64
22610-0.13,Int64
22610-0.14,Int64
22610-0.15,Int64
22610-0.16,Int64
22610-0.17,Int64
22610-0.18,Int64
22610-0.19,Int64
22610-0.20,Int64
22610-0.21,Int64
22610-0.22,Int64
22610-0.23,Int64
22610-0.24,Int64
22610-0.25,Int64
22610-0.26,Int64
22610-0.27,Int64
22610-0.28,Int64
22610-0.29,Int64
22610-0.30,Int64
22610-0.31,Int64
22610-0.32,Int64
22610-0.33,Int64
22610-0.34,Int64
22610-0.35,Int64
22610-0.36,Int64
22610-0.37,Int64
22610-0.38,Int64
22610-0.39,Int64
22611-0.0,Int64
22611-0.1,Int64
22611-0.2,Int64
22611-0.3,Int64
22611-0.4,Int64
22611-0.5,Int64
22611-0.6,Int64
22611-0.7,Int64
22611-0.8,Int64
22611-0.9,Int64
22611-0.10,Int64
22611-0.11,Int64
22611-0.12,Int64
22611-0.13,Int64
22611-0.14,Int64
22611-0.15,Int64
22611-0.16,Int64
22611-0.17,Int64
22611-0.18,Int64
22611-0.19,Int64
22611-0.20,Int64
22611-0.21,Int64
22611-0.22,Int64
22611-0.23,Int64
22611-0.24,Int64
22611-0.25,Int64
22611-0.26,Int64
22611-0.27,Int64
22611-0.28,Int64
22611-0.29,Int64
22611-0.30,Int64
22611-0.31,Int64
22611-0.32,Int64
22611-0.33,Int64
22611-0.34,Int64
22611-0.35,Int64
22611-0.36,Int64
22611-0.37,Int64
22611-0.38,Int64
22611-0.39,Int64
22612-0.0,Int64
22612-0.1,Int64
22612-0.2,Int64
22612-0.3,Int64
22612-0.4,Int64
22612-0.5,Int64
22612-0.6,Int64
22612-0.7,Int64
22612-0.8,Int64
22612-0.9,Int64
22612-0.10,Int64
22612-0.11,Int64
22612-0.12,Int64
22612-0.13,Int64
22612-0.14,Int64
22612-0.15,Int64
22612-0.16,Int64
22612-0.17,Int64
22612-0.18,Int64
22612-0.19,Int64
22612-0.20,Int64
22612-0.21,Int64
22612-0.22,Int64
22612-0.23,Int64
22612-0.24,Int64
22612-0.25,Int64
22612-0.26,Int64
22612-0.27,Int64
22612-0.28,Int64
22612-0.29,Int64
22612-0.30,Int64
22612-0.31,Int64
22612-0.32,Int64
22612-0.33,Int64
22612-0.34,Int64
22612-0.35,Int64
22612-0.36,Int64
22612-0.37,Int64
22612-0.38,Int64
22612-0.39,Int64
22613-0.0,Int64
22613-0.1,Int64
22613-0.2,Int64
22613-0.3,Int64
22613-0.4,Int64
22613-0.5,Int64
22613-0.6,Int64
22613-0.7,Int64
22613-0.8,Int64
22613-0.9,Int64
22613-0.10,Int64
22613-0.11,Int64
22613-0.12,Int64
22613-0.13,Int64
22613-0.14,Int64
22613-0.15,Int64
22613-0.16,Int64
22613-0.17,Int64
22613-0.18,Int64
22613-0.19,Int64
22613-0.20,Int64
22613-0.21,Int64
22613-0.22,Int64
22613-0.23,Int64
22613-0.24,Int64
22613-0.25,Int64
22613-0.26,Int64
22613-0.27,Int64
22613-0.28,Int64
22613-0.29,Int64
22613-0.30,Int64
22613-0.31,Int64
22613-0.32,Int64
22613-0.33,Int64
22613-0.34,Int64
22613-0.35,Int64
22613-0.36,Int64
22613-0.37,Int64
22613-0.38,Int64
22613-0.39,Int64
22614-0.0,Int64
22614-0.1,Int64
22614-0.2,Int64
22614-0.3,Int64
22614-0.4,Int64
22614-0.5,Int64
22614-0.6,Int64
22614-0.7,Int64
22614-0.8,Int64
22614-0.9,Int64
22614-0.10,Int64
22614-0.11,Int64
22614-0.12,Int64
22614-0.13,Int64
22614-0.14,Int64
22614-0.15,Int64
22614-0.16,Int64
22614-0.17,Int64
22614-0.18,Int64
22614-0.19,Int64
22614-0.20,Int64
22614-0.21,Int64
22614-0.22,Int64
22614-0.23,Int64
22614-0.24,Int64
22614-0.25,Int64
22614-0.26,Int64
22614-0.27,Int64
22614-0.28,Int64
22614-0.29,Int64
22614-0.30,Int64
22614-0.31,Int64
22614-0.32,Int64
22614-0.33,Int64
22614-0.34,Int64
22614-0.35,Int64
22614-0.36,Int64
22614-0.37,Int64
22614-0.38,Int64
22614-0.39,Int64
22615-0.0,Int64
22615-0.1,Int64
22615-0.2,Int64
22615-0.3,Int64
22615-0.4,Int64
22615-0.5,Int64
22615-0.6,Int64
22615-0.7,Int64
22615-0.8,Int64
22615-0.9,Int64
22615-0.10,Int64
22615-0.11,Int64
22615-0.12,Int64
22615-0.13,Int64
22615-0.14,Int64
22615-0.15,Int64
22615-0.16,Int64
22615-0.17,Int64
22615-0.18,Int64
22615-0.19,Int64
22615-0.20,Int64
22615-0.21,Int64
22615-0.22,Int64
22615-0.23,Int64
22615-0.24,Int64
22615-0.25,Int64
22615-0.26,Int64
22615-0.27,Int64
22615-0.28,Int64
22615-0.29,Int64
22615-0.30,Int64
22615-0.31,Int64
22615-0.32,Int64
22615-0.33,Int64
22615-0.34,Int64
22615-0.35,Int64
22615-0.36,Int64
22615-0.37,Int64
22615-0.38,Int64
22615-0.39,Int64
22616-0.0,Int64
22616-0.1,Int64
22616-0.2,Int64
22616-0.3,Int64
22616-0.4,Int64
22616-0.5,Int64
22616-0.6,Int64
22616-0.7,Int64
22616-0.8,Int64
22616-0.9,Int64
22616-0.10,Int64
22616-0.11,Int64
22616-0.12,Int64
22616-0.13,Int64
22616-0.14,Int64
22616-0.15,Int64
22616-0.16,Int64
22616-0.17,Int64
22616-0.18,Int64
22616-0.19,Int64
22616-0.20,Int64
22616-0.21,Int64
22616-0.22,Int64
22616-0.23,Int64
22616-0.24,Int64
22616-0.25,Int64
22616-0.26,Int64
22616-0.27,Int64
22616-0.28,Int64
22616-0.29,Int64
22616-0.30,Int64
22616-0.31,Int64
22616-0.32,Int64
22616-0.33,Int64
22616-0.34,Int64
22616-0.35,Int64
22616-0.36,Int64
22616-0.37,Int64
22616-0.38,Int64
22616-0.39,Int64
22617-0.0,Int64
22617-0.1,Int64
22617-0.2,Int64
22617-0.3,Int64
22617-0.4,Int64
22617-0.5,Int64
22617-0.6,Int64
22617-0.7,Int64
22617-0.8,Int64
22617-0.9,Int64
22617-0.10,Int64
22617-0.11,Int64
22617-0.12,Int64
22617-0.13,Int64
22617-0.14,Int64
22617-0.15,Int64
22617-0.16,Int64
22617-0.17,Int64
22617-0.18,Int64
22617-0.19,Int64
22617-0.20,Int64
22617-0.21,Int64
22617-0.22,Int64
22617-0.23,Int64
22617-0.24,Int64
22617-0.25,Int64
22617-0.26,Int64
22617-0.27,Int64
22617-0.28,Int64
22617-0.29,Int64
22617-0.30,Int64
22617-0.31,Int64
22617-0.32,Int64
22617-0.33,Int64
22617-0.34,Int64
22617-0.35,Int64
22617-0.36,Int64
22617-0.37,Int64
22617-0.38,Int64
22617-0.39,Int64
22618-0.0,Int64
22618-0.1,Int64
22618-0.2,Int64
22618-0.3,Int64
22618-0.4,Int64
22618-0.5,Int64
22618-0.6,Int64
22618-0.7,Int64
22618-0.8,Int64
22618-0.9,Int64
22618-0.10,Int64
22618-0.11,Int64
22618-0.12,Int64
22618-0.13,Int64
22618-0.14,Int64
22618-0.15,Int64
22618-0.16,Int64
22618-0.17,Int64
22618-0.18,Int64
22618-0.19,Int64
22618-0.20,Int64
22618-0.21,Int64
22618-0.22,Int64
22618-0.23,Int64
22618-0.24,Int64
22618-0.25,Int64
22618-0.26,Int64
22618-0.27,Int64
22618-0.28,Int64
22618-0.29,Int64
22618-0.30,Int64
22618-0.31,Int64
22618-0.32,Int64
22618-0.33,Int64
22618-0.34,Int64
22619-0.0,Int64
22619-0.1,Int64
22619-0.2,Int64
22619-0.3,Int64
22619-0.4,Int64
22619-0.5,Int64
22619-0.6,Int64
22619-0.7,Int64
22619-0.8,Int64
22619-0.9,Int64
22619-0.10,Int64
22619-0.11,Int64
22619-0.12,Int64
22619-0.13,Int64
22619-0.14,Int64
22619-0.15,Int64
22619-0.16,Int64
22619-0.17,Int64
22619-0.18,Int64
22619-0.19,Int64
22619-0.20,Int64
22619-0.21,Int64
22619-0.22,Int64
22620-0.0,Int64
22620-0.1,Int64
22620-0.2,Int64
22620-0.3,Int64
22620-0.4,Int64
22620-0.5,Int64
22620-0.6,Int64
22620-0.7,Int64
22620-0.8,Int64
22620-0.9,Int64
22620-0.10,Int64
22620-0.11,Int64
22620-0.12,Int64
22620-0.13,Int64
22620-0.14,Int64
22620-0.15,Int64
22620-0.16,Int64
22620-0.17,Int64
22620-0.18,Int64
22620-0.19,Int64
22620-0.20,Int64
22620-0.21,Int64
22620-0.22,Int64
22620-0.23,Int64
22620-0.24,Int64
22620-0.25,Int64
22620-0.26,Int64
22620-0.27,Int64
22620-0.28,Int64
22620-0.29,Int64
22620-0.30,Int64
22620-0.31,Int64
22620-0.32,Int64
22620-0.33,Int64
22620-0.34,Int64
22620-0.35,Int64
22620-0.36,Int64
22620-0.37,Int64
22620-0.38,Int64
22620-0.39,Int64
22630-0.0,Int64
22630-0.1,Int64
22630-0.2,Int64
22630-0.3,Int64
22630-0.4,Int64
22630-0.5,Int64
22630-0.6,Int64
22630-0.7,Int64
22630-0.8,Int64
22630-0.9,Int64
22630-0.10,Int64
22630-0.11,Int64
22630-0.12,Int64
22630-0.13,Int64
22630-0.14,Int64
22630-0.15,Int64
22630-0.16,Int64
22630-0.17,Int64
22630-0.18,Int64
22630-0.19,Int64
22630-0.20,Int64
22630-0.21,Int64
22630-0.22,Int64
22630-0.23,Int64
22630-0.24,Int64
22630-0.25,Int64
22630-0.26,Int64
22630-0.27,Int64
22630-0.28,Int64
22630-0.29,Int64
22630-0.30,Int64
22630-0.31,Int64
22630-0.32,Int64
22631-0.0,Int64
22631-0.1,Int64
22631-0.2,Int64
22631-0.3,Int64
22631-0.4,Int64
22631-0.5,Int64
22631-0.6,Int64
22631-0.7,Int64
22631-0.8,Int64
22631-0.9,Int64
22631-0.10,Int64
22631-0.11,Int64
22631-0.12,Int64
22631-0.13,Int64
22631-0.14,Int64
22640-0.0,Int64
22640-0.1,Int64
22640-0.2,Int64
22640-0.3,Int64
22640-0.4,Int64
22640-0.5,Int64
22640-0.6,Int64
22640-0.7,Int64
22640-0.8,Int64
22640-0.9,Int64
22640-0.10,Int64
22640-0.11,Int64
22640-0.12,Int64
22640-0.13,Int64
22640-0.14,Int64
22640-0.15,Int64
22640-0.16,Int64
22640-0.17,Int64
22640-0.18,Int64
22640-0.19,Int64
22640-0.20,Int64
22640-0.21,Int64
22640-0.22,Int64
22640-0.23,Int64
22640-0.24,Int64
22640-0.25,Int64
22640-0.26,Int64
22640-0.27,Int64
22640-0.28,Int64
22640-0.29,Int64
22640-0.30,Int64
22640-0.31,Int64
22640-0.32,Int64
22641-0.0,Float64
